,actor1,actor2,actor3,age,budget,city,country,daytype,decision,director,dominantEmo,endEmo,genre1,genre2,genre3,interaction,itemID,location,mood,movieCountry,movieLanguage,movieYear,physical,rating,season,sex,social,time,userID,weather
13,1635.0,869.0,1440.0,26.0,35000000.0,10.0,3.0,1.0,2.0,670.0,7.0,7.0,7.0,10.0,18.0,1.0,19.0,3.0,2.0,20.0,14.0,2005.0,1.0,2,2.0,2.0,2.0,2.0,28.0,1.0
14,595.0,1542.0,1474.0,30.0,45000000.0,20.0,2.0,1.0,1.0,681.0,7.0,7.0,10.0,17.0,21.0,1.0,20.0,1.0,1.0,13.0,9.0,2010.0,1.0,3,3.0,1.0,1.0,4.0,29.0,5.0
15,1958.0,316.0,1798.0,29.0,11000000.0,10.0,3.0,1.0,1.0,446.0,1.0,4.0,10.0,14.0,14.500691413879395,1.0,21.0,3.0,3.0,11.0,9.0,2009.0,1.0,4,3.0,1.0,3.0,4.0,30.0,1.0
16,379.0,739.0,1669.0,29.0,209920416.0,10.0,3.0,1.0,1.0,751.0,7.0,7.0,18.0,15.235176086425781,1.7550055980682373,1.0,22.0,2.0,1.0,21.0,15.0,1991.0,1.0,1,2.0,1.0,3.0,4.0,30.0,2.0
17,74.0,334.0,1910.0,30.0,30000000.0,20.0,2.0,1.0,1.0,246.0,7.0,7.0,7.0,10.0,18.0,1.0,3.0,1.0,3.0,37.0,9.0,2010.0,2.0,3,2.0,2.0,1.0,2.0,31.0,2.0
18,1877.0,931.0,701.0,30.0,33000000.0,20.0,2.0,2.0,2.0,571.0,2.0,1.0,1.0,6.0,10.0,1.0,9.0,1.0,1.0,37.0,9.0,1993.0,1.0,4,2.0,2.0,1.0,4.0,31.0,2.0
19,1636.0,1539.0,1402.0,26.0,90000000.0,10.0,3.0,2.0,2.0,775.0,7.0,7.0,7.0,6.0,10.0,2.0,5.0,1.0,1.0,37.0,9.0,1998.0,1.0,3,2.0,2.0,2.0,2.0,33.0,1.0
20,1373.0,1510.0,1691.0,26.0,24000000.0,10.0,3.0,2.0,2.0,33.0,2.0,2.0,7.0,10.0,18.0,1.0,6.0,1.0,1.0,37.0,9.0,2008.0,1.0,4,2.0,2.0,2.0,3.0,33.0,1.0
21,817.0,1763.0,1652.0,26.0,28000000.0,20.0,2.0,1.0,2.0,438.0,7.0,4.0,1.0,3.0,10.0,1.0,4.0,1.0,1.0,37.0,9.0,2006.0,2.0,4,2.0,1.0,5.0,3.0,34.0,3.0
22,1954.0,1122.0,1665.0,30.0,10000000.0,10.0,3.0,1.0,1.0,410.0,6.0,6.0,1.0,7.0,8.783562660217285,1.0,23.0,1.0,2.0,37.0,9.0,2010.0,2.0,1,3.0,1.0,1.0,3.0,35.0,1.0
23,1126.0,1003.0,788.0,30.0,160000000.0,10.0,3.0,1.0,1.0,808.0,4.0,2.0,1.0,3.0,10.0,1.0,24.0,1.0,1.0,37.0,9.0,2006.0,2.0,3,3.0,1.0,1.0,4.0,35.0,1.0
24,251.0,1969.0,133.0,30.0,70000000.0,10.0,3.0,2.0,2.0,632.0,2.0,2.0,1.0,8.0,21.0,2.0,25.0,1.0,1.0,37.0,9.0,1990.0,1.0,4,2.0,1.0,5.0,3.0,35.0,1.0
25,1803.0,251.0,1376.0,25.0,82000000.0,10.0,3.0,3.0,1.0,750.0,2.0,7.0,1.0,3.0,21.0,1.0,18.0,1.0,1.0,37.0,9.0,2010.0,2.0,4,2.0,1.0,7.0,3.0,27.0,2.0
26,1679.0,1103.0,495.0,25.0,5000000.0,10.0,3.0,3.0,1.0,199.0,4.0,2.0,19.0,17.0,10.0,1.0,26.0,1.0,1.0,36.0,9.0,2009.0,2.0,5,2.0,1.0,7.0,4.0,27.0,2.0
27,1020.0,1225.0,171.0,30.0,106266824.0,20.0,2.0,2.0,2.0,487.0,2.0,2.0,7.0,18.0,12.488008499145508,2.0,27.0,1.0,1.0,37.0,9.0,2004.0,1.0,4,2.0,2.0,1.0,2.0,31.0,1.0
28,1688.0,713.0,650.0,30.0,30000000.0,20.0,2.0,2.0,2.0,222.0,2.0,2.0,10.0,18.0,10.460271835327148,2.0,28.0,1.0,1.0,37.0,9.0,1998.0,1.0,3,2.0,2.0,1.0,2.0,31.0,2.0
29,861.0,1519.0,1699.0,33.0,15000000.0,20.0,2.0,2.0,1.0,810.0,2.0,4.0,10.0,18.0,12.402302742004395,1.0,31.0,1.0,2.0,37.0,9.0,2008.0,1.0,4,2.0,1.0,1.0,2.0,23.0,2.0
30,1957.0,1277.0,994.0,28.0,130000000.0,10.0,3.0,2.0,2.0,503.0,4.0,2.0,1.0,7.0,8.0,2.0,29.0,1.0,2.0,37.0,9.0,2003.0,1.0,4,2.0,1.0,1.0,2.0,21.0,2.0
31,1957.0,59.0,314.0,33.0,150000000.0,20.0,2.0,2.0,1.0,225.0,7.0,5.0,10.0,19.0,21.0,1.0,32.0,1.0,2.0,37.0,9.0,2007.0,1.0,3,2.0,1.0,1.0,3.0,23.0,1.0
32,223.0,1404.0,699.0,28.0,30000000.0,10.0,3.0,2.0,2.0,165.0,6.0,1.0,8.0,10.0,17.0,2.0,30.0,1.0,1.0,37.0,9.0,1995.0,1.0,4,2.0,1.0,1.0,3.0,21.0,5.0
33,691.0,1878.0,9.0,26.0,8000000.0,10.0,3.0,2.0,1.0,400.0,7.0,7.0,3.0,7.0,10.0,1.0,33.0,3.0,2.0,37.0,9.0,2006.0,1.0,2,2.0,2.0,2.0,2.0,28.0,2.0
34,251.0,416.0,429.0,160.02816772460938,147739264.0,3.0,5.0,2.0,1.0,786.0,7.0,7.0,1.0,7.0,8.0,2.0,34.0,1.0,2.0,37.0,9.0,1991.0,1.0,3,3.0,2.0,2.0,4.0,26.0,2.0
35,1513.0,511.0,161.0,26.0,130153072.0,10.0,3.0,2.0,2.0,714.0,2.0,7.0,7.0,12.73059368133545,13.841493606567383,1.0,35.0,1.0,2.0,32.0,26.0,1980.0,1.0,4,2.0,2.0,2.0,3.0,28.0,1.0
36,223.0,1404.0,699.0,30.0,30000000.0,10.0,3.0,2.0,2.0,165.0,3.0,1.0,8.0,10.0,17.0,2.0,30.0,1.0,2.0,37.0,9.0,1995.0,1.0,4,3.0,1.0,1.0,3.0,35.0,2.0
37,951.0,1684.0,1286.0,30.0,22200000.0,10.0,3.0,2.0,2.0,529.0,3.0,4.0,14.0,21.0,11.555809020996094,2.0,36.0,1.0,2.0,37.0,9.0,2007.0,1.0,3,3.0,1.0,1.0,4.0,35.0,2.0
38,152.0,1766.0,606.0,26.0,264208592.0,10.0,3.0,1.0,2.0,206.0,2.0,2.0,7.0,15.0,18.0,1.0,37.0,2.0,2.0,32.0,23.0,1998.0,1.0,5,2.0,2.0,6.0,3.0,33.0,2.0
39,1833.0,154.0,1738.0,28.0,208940288.0,10.0,3.0,2.0,2.0,65.0,2.0,2.0,9.0,7.0,4.654205322265625,1.0,38.0,1.0,2.0,36.0,9.0,2010.0,1.0,5,2.0,1.0,3.0,2.0,21.0,2.0
40,719.0,368.0,1914.0,26.0,18000000.0,10.0,3.0,2.0,1.0,756.0,2.0,4.0,3.0,12.0,17.0,1.0,39.0,1.0,3.0,36.0,9.0,2009.0,1.0,4,3.0,1.0,1.0,4.0,37.0,2.0
41,223.0,1404.0,699.0,25.0,30000000.0,10.0,3.0,2.0,1.0,165.0,6.0,7.0,8.0,10.0,17.0,2.0,30.0,1.0,2.0,37.0,9.0,1995.0,1.0,3,2.0,2.0,1.0,3.0,38.0,3.0
42,691.0,1878.0,9.0,25.0,8000000.0,10.0,3.0,2.0,2.0,400.0,7.0,7.0,3.0,7.0,10.0,1.0,33.0,1.0,2.0,37.0,9.0,2006.0,1.0,3,2.0,1.0,2.0,2.0,27.0,2.0
43,223.0,98.0,1923.0,25.0,110000000.0,10.0,3.0,2.0,1.0,198.0,2.0,2.0,1.0,3.0,7.0,1.0,40.0,1.0,1.0,37.0,9.0,2005.0,1.0,4,2.0,1.0,2.0,3.0,27.0,2.0
44,246.0,1424.0,900.0,25.0,105163648.0,10.0,3.0,3.0,1.0,96.0,4.0,2.0,1.0,4.0,8.0,1.0,41.0,3.0,1.0,37.0,9.0,2010.0,1.0,4,2.0,1.0,1.0,1.0,27.0,1.0
45,494.0,1348.0,1467.0,30.0,10000000.0,20.0,2.0,1.0,1.0,549.0,7.0,2.0,1.0,3.0,13.0,1.0,1.0,1.0,1.0,36.0,9.0,2010.0,1.0,3,3.0,1.0,1.0,3.0,39.0,5.0
46,491.0,135.0,137.0,30.0,1500000.0,20.0,2.0,1.0,1.0,776.0,2.0,2.0,10.0,14.0,21.0,1.0,2.0,1.0,1.0,23.0,9.0,2010.0,1.0,3,3.0,1.0,1.0,4.0,39.0,5.0
47,98.0,1181.0,328.0,30.0,110000000.0,20.0,2.0,1.0,1.0,618.0,4.0,2.0,1.0,17.0,21.0,1.0,16.0,1.0,1.0,37.0,9.0,2010.0,1.0,4,3.0,1.0,1.0,2.0,39.0,2.0
48,1180.0,224.0,1552.0,30.0,110000000.0,20.0,2.0,1.0,1.0,354.0,4.0,7.0,1.0,3.0,21.0,1.0,42.0,1.0,1.0,37.0,9.0,2010.0,1.0,4,3.0,1.0,1.0,3.0,39.0,2.0
49,98.0,1181.0,328.0,358.77227783203125,110000000.0,3.0,5.0,1.0,2.0,618.0,7.0,7.0,1.0,17.0,21.0,1.0,16.0,2.0,1.0,37.0,9.0,2010.0,1.0,1,3.0,1.0,6.0,3.0,40.0,5.0
50,526.0,1009.0,722.0,28.0,50000000.0,10.0,3.0,1.0,2.0,376.0,2.0,2.0,1.0,7.0,8.0,2.0,43.0,1.0,2.0,37.0,9.0,1994.0,1.0,3,2.0,1.0,1.0,3.0,21.0,1.0
51,1347.0,1624.0,155.0,28.0,25000000.0,10.0,3.0,1.0,2.0,359.0,2.0,1.0,8.0,10.0,21.0,2.0,45.0,1.0,2.0,37.0,9.0,1993.0,1.0,5,2.0,1.0,1.0,4.0,21.0,1.0
52,902.0,607.0,854.0,30.0,151503520.0,20.0,2.0,2.0,2.0,374.0,2.0,2.0,1.0,10.0,21.0,1.0,44.0,1.0,1.0,36.0,9.0,2001.0,1.0,5,2.0,2.0,1.0,3.0,31.0,1.0
53,1957.0,1277.0,994.0,30.0,130000000.0,10.0,3.0,2.0,2.0,503.0,7.0,7.0,1.0,7.0,8.0,2.0,29.0,1.0,1.0,37.0,9.0,2003.0,1.0,4,3.0,1.0,7.0,3.0,20.0,2.0
54,230.0,62.0,370.0,30.0,35000000.0,20.0,2.0,2.0,2.0,292.0,2.0,2.0,7.0,10.0,18.0,2.0,46.0,1.0,1.0,37.0,9.0,1999.0,1.0,3,2.0,2.0,1.0,2.0,31.0,1.0
55,1877.0,931.0,701.0,27.0,33000000.0,20.0,2.0,1.0,2.0,571.0,1.0,1.0,1.0,6.0,10.0,1.0,9.0,1.0,1.0,37.0,9.0,1993.0,1.0,4,2.0,1.0,1.0,4.0,25.0,2.0
56,1169.0,1088.0,997.0,27.0,160000000.0,20.0,2.0,2.0,1.0,135.0,3.0,4.0,1.0,17.0,19.0,1.0,47.0,1.0,3.0,37.0,9.0,2010.0,1.0,5,2.0,1.0,2.0,2.0,25.0,1.0
57,869.0,1041.0,1600.0,27.0,20000000.0,20.0,2.0,2.0,1.0,634.0,5.0,7.0,1.0,8.0,21.0,1.0,48.0,1.0,2.0,13.0,10.0,2010.0,1.0,2,2.0,1.0,2.0,2.0,25.0,5.0
58,513.0,1037.0,311.0,27.0,32000000.0,20.0,2.0,1.0,1.0,546.0,7.0,7.0,7.0,18.0,14.487645149230957,1.0,49.0,2.0,1.0,37.0,9.0,2010.0,1.0,4,2.0,1.0,2.0,3.0,41.0,1.0
59,190.0,558.0,1657.0,28.0,8000000.0,20.0,2.0,1.0,2.0,408.0,2.0,2.0,1.0,7.0,8.0,1.0,17.0,3.0,3.0,36.0,9.0,2010.0,1.0,4,3.0,1.0,2.0,3.0,42.0,5.0
60,1468.0,162.0,1901.0,28.0,106365384.0,20.0,2.0,2.0,1.0,424.0,2.0,7.0,3.0,7.0,19.0,1.0,50.0,1.0,2.0,26.0,21.0,1984.0,1.0,3,3.0,1.0,2.0,4.0,42.0,5.0
61,749.0,1416.0,1778.0,28.0,54000000.0,20.0,2.0,1.0,1.0,313.0,5.0,2.0,1.0,19.0,21.0,2.0,51.0,1.0,3.0,37.0,9.0,2005.0,1.0,4,3.0,1.0,1.0,4.0,42.0,5.0
62,1420.0,676.0,28.0,28.0,39000000.0,20.0,2.0,2.0,1.0,416.0,7.0,7.0,1.0,3.0,19.0,1.0,52.0,1.0,1.0,37.0,9.0,2005.0,1.0,1,2.0,1.0,2.0,3.0,42.0,1.0
63,1344.0,1545.0,870.0,28.0,18000000.0,20.0,2.0,1.0,2.0,527.0,4.0,2.0,7.0,10.0,18.0,1.0,53.0,3.0,1.0,37.0,9.0,2010.0,1.0,4,2.0,1.0,2.0,3.0,42.0,1.0
64,1233.0,835.0,644.0,28.0,10000000.0,20.0,2.0,2.0,1.0,560.0,4.0,1.0,1.0,3.0,12.2879056930542,1.0,54.0,3.0,2.0,11.0,9.0,2009.0,1.0,5,2.0,1.0,2.0,3.0,42.0,1.0
65,863.0,1099.0,1785.0,28.0,184287488.0,20.0,2.0,1.0,1.0,434.0,2.0,2.0,7.0,11.54909610748291,16.376298904418945,1.0,55.0,3.0,1.0,37.0,9.0,2009.0,1.0,3,2.0,1.0,2.0,2.0,42.0,1.0
66,719.0,368.0,1914.0,28.0,18000000.0,20.0,2.0,2.0,1.0,756.0,4.0,7.0,3.0,12.0,17.0,1.0,39.0,3.0,2.0,36.0,9.0,2009.0,1.0,4,2.0,1.0,2.0,4.0,42.0,1.0
67,175.0,121.0,558.0,28.0,150000000.0,20.0,2.0,3.0,2.0,355.0,7.0,2.0,10.0,14.0,21.0,1.0,58.0,3.0,1.0,36.0,9.0,2010.0,1.0,3,2.0,1.0,2.0,3.0,42.0,1.0
68,1267.0,257.0,1022.0,28.0,15000000.0,20.0,2.0,3.0,1.0,588.0,2.0,2.0,10.0,16.228534698486328,12.724603652954102,2.0,57.0,3.0,1.0,37.0,9.0,1997.0,1.0,5,2.0,1.0,2.0,3.0,42.0,1.0
69,1564.0,1414.0,170.0,28.0,40000000.0,20.0,2.0,1.0,1.0,313.0,6.0,7.0,1.0,8.0,10.0,1.0,56.0,3.0,1.0,37.0,9.0,2009.0,1.0,1,2.0,1.0,2.0,4.0,42.0,1.0
70,251.0,416.0,429.0,28.0,174839968.0,20.0,2.0,1.0,1.0,786.0,2.0,2.0,1.0,7.0,8.0,2.0,34.0,3.0,2.0,37.0,9.0,1991.0,1.0,5,2.0,1.0,2.0,3.0,42.0,2.0
71,600.0,1815.0,969.0,28.0,151819376.0,20.0,2.0,3.0,1.0,321.0,2.0,1.0,9.0,15.0,14.483576774597168,1.0,63.0,3.0,2.0,37.0,9.0,2007.0,1.0,4,2.0,1.0,2.0,3.0,42.0,1.0
72,1803.0,251.0,1376.0,28.0,82000000.0,20.0,2.0,2.0,2.0,750.0,2.0,2.0,1.0,3.0,21.0,1.0,18.0,3.0,1.0,37.0,9.0,2010.0,1.0,4,2.0,1.0,2.0,3.0,42.0,1.0
73,476.0,645.0,1380.0,28.0,80000000.0,20.0,2.0,3.0,1.0,19.0,7.0,7.0,1.0,3.0,10.0,1.0,62.0,3.0,1.0,37.0,9.0,2010.0,1.0,3,2.0,1.0,2.0,3.0,42.0,1.0
74,20.0,1697.0,469.0,28.0,30000000.0,20.0,2.0,1.0,2.0,792.0,6.0,5.0,10.0,19.0,21.0,1.0,61.0,3.0,2.0,7.0,9.0,2009.0,1.0,1,2.0,1.0,2.0,4.0,42.0,2.0
75,869.0,647.0,1905.0,27.0,76132672.0,20.0,2.0,1.0,1.0,450.0,2.0,2.0,8.0,10.0,21.0,1.0,59.0,1.0,3.0,13.0,10.0,2009.0,1.0,2,2.0,1.0,1.0,4.0,25.0,1.0
76,1370.0,867.0,362.0,27.0,278888416.0,20.0,2.0,1.0,1.0,212.0,4.0,1.0,8.0,10.0,13.613434791564941,1.0,60.0,1.0,3.0,7.0,10.0,2004.0,1.0,3,2.0,1.0,2.0,4.0,25.0,1.0
77,1439.0,166.0,1924.0,28.0,13000000.0,10.0,3.0,1.0,2.0,343.0,7.0,2.0,7.0,8.0,18.0,1.0,64.0,1.0,1.0,37.0,9.0,2001.0,2.0,3,3.0,1.0,2.0,3.0,21.0,1.0
78,1439.0,166.0,1924.0,26.0,13000000.0,10.0,3.0,1.0,2.0,343.0,2.0,7.0,7.0,8.0,18.0,1.0,64.0,1.0,2.0,37.0,9.0,2001.0,2.0,3,3.0,2.0,2.0,3.0,33.0,1.0
79,979.0,1658.0,542.0,30.0,40000000.0,10.0,3.0,1.0,1.0,556.0,7.0,2.0,7.0,20.501550674438477,8.818319320678711,1.0,65.0,1.0,1.0,37.0,9.0,2010.0,1.0,3,3.0,1.0,1.0,3.0,35.0,1.0
80,437.0,1795.0,1374.0,27.0,20000000.0,20.0,2.0,1.0,1.0,666.0,4.0,4.0,1.0,3.0,8.0,1.0,66.0,1.0,1.0,37.0,9.0,2010.0,1.0,2,3.0,1.0,2.0,2.0,41.0,1.0
81,6.0,366.0,1437.0,25.0,28000000.0,3.0,5.0,1.0,2.0,497.0,2.0,7.0,1.0,8.0,21.0,1.0,67.0,1.0,1.0,36.0,9.0,2010.0,1.0,4,3.0,2.0,3.0,4.0,43.0,5.0
82,1833.0,154.0,1738.0,25.0,49228988.0,10.0,3.0,2.0,1.0,65.0,2.0,4.0,9.0,7.0,21.505800247192383,1.0,38.0,1.0,1.0,36.0,9.0,2010.0,1.0,4,3.0,1.0,1.0,1.0,27.0,2.0
83,1953.0,1267.0,589.0,25.0,100000000.0,6.0,3.0,2.0,1.0,9.0,2.0,2.0,1.0,7.0,8.0,1.0,68.0,1.0,1.0,37.0,9.0,2010.0,1.0,4,3.0,1.0,1.0,4.0,45.0,2.0
84,884.0,447.0,175.0,26.0,3300000.0,10.0,3.0,2.0,2.0,421.0,1.0,1.0,6.0,10.0,14.556497573852539,1.0,70.0,1.0,2.0,37.0,9.0,1996.0,2.0,4,3.0,2.0,1.0,3.0,33.0,2.0
85,541.0,626.0,1243.0,26.0,88222480.0,10.0,3.0,2.0,2.0,336.0,7.0,7.0,7.0,18.0,10.0,1.0,71.0,1.0,2.0,7.0,9.0,2002.0,2.0,2,3.0,2.0,1.0,4.0,33.0,2.0
86,951.0,263.0,295.0,26.0,13000000.0,10.0,3.0,2.0,2.0,718.0,7.0,7.0,7.0,10.0,12.0,2.0,72.0,1.0,2.0,37.0,9.0,1999.0,2.0,4,3.0,2.0,1.0,1.0,33.0,2.0
87,1957.0,589.0,1100.0,26.0,70000000.0,10.0,3.0,2.0,2.0,46.0,7.0,7.0,7.0,18.0,11.88557243347168,1.0,73.0,1.0,2.0,37.0,9.0,2005.0,2.0,3,3.0,2.0,1.0,3.0,33.0,2.0
88,1233.0,835.0,644.0,28.0,10000000.0,10.0,3.0,2.0,1.0,560.0,7.0,1.0,1.0,3.0,13.730098724365234,1.0,54.0,1.0,3.0,11.0,9.0,2009.0,1.0,4,3.0,1.0,1.0,2.0,21.0,2.0
89,349.0,1958.0,1584.0,28.0,7000000.0,20.0,5.0,2.0,1.0,491.0,6.0,6.0,8.0,10.0,21.0,2.0,75.0,1.0,2.0,37.0,9.0,2000.0,1.0,3,3.0,2.0,2.0,3.0,47.0,2.0
90,16.0,1052.0,370.0,30.0,82500000.0,10.0,3.0,2.0,2.0,230.0,4.0,2.0,7.0,10.0,12.0,1.0,80.0,1.0,3.0,37.0,9.0,2006.0,1.0,3,3.0,1.0,1.0,3.0,35.0,5.0
91,1478.0,587.0,902.0,28.0,147000000.0,10.0,3.0,2.0,2.0,650.0,7.0,2.0,1.0,3.0,13.0,1.0,74.0,1.0,2.0,36.0,9.0,2005.0,1.0,5,3.0,1.0,1.0,3.0,21.0,5.0
92,1715.0,553.0,998.0,25.0,20000000.0,10.0,3.0,2.0,1.0,280.0,7.0,1.0,6.0,10.0,11.782235145568848,1.0,69.0,1.0,2.0,37.0,9.0,2008.0,1.0,3,3.0,1.0,2.0,4.0,27.0,5.0
93,1715.0,553.0,998.0,26.0,20000000.0,10.0,3.0,2.0,1.0,280.0,7.0,7.0,6.0,10.0,12.299947738647461,1.0,69.0,3.0,2.0,37.0,9.0,2008.0,1.0,3,3.0,2.0,2.0,3.0,28.0,5.0
94,98.0,882.0,960.0,30.0,55000000.0,20.0,2.0,2.0,1.0,139.0,2.0,2.0,10.0,17.0,21.0,1.0,76.0,1.0,1.0,37.0,9.0,2008.0,1.0,5,3.0,2.0,1.0,2.0,31.0,2.0
95,344.0,1572.0,1426.0,30.0,153342528.0,20.0,2.0,2.0,1.0,334.0,2.0,2.0,9.0,7.0,21.525177001953125,1.0,77.0,1.0,1.0,37.0,9.0,2009.0,1.0,4,3.0,2.0,1.0,2.0,31.0,2.0
96,1241.0,195.0,1302.0,27.0,130000000.0,20.0,2.0,2.0,1.0,814.0,2.0,2.0,1.0,8.0,12.0,1.0,78.0,1.0,1.0,37.0,9.0,2009.0,1.0,5,3.0,1.0,1.0,1.0,41.0,2.0
97,1121.0,1629.0,1820.0,27.0,68000000.0,20.0,2.0,2.0,2.0,178.0,7.0,7.0,10.0,12.0,18.0,1.0,79.0,3.0,1.0,37.0,9.0,2010.0,1.0,3,3.0,1.0,2.0,3.0,41.0,2.0
98,1169.0,1088.0,997.0,26.0,160000000.0,10.0,3.0,1.0,1.0,135.0,4.0,2.0,1.0,17.0,19.0,1.0,47.0,2.0,2.0,37.0,9.0,2010.0,1.0,4,3.0,1.0,2.0,4.0,37.0,2.0
99,1437.0,589.0,1906.0,28.0,25000000.0,20.0,2.0,2.0,2.0,798.0,7.0,7.0,8.0,21.0,12.343921661376953,1.0,92.0,3.0,3.0,37.0,9.0,2009.0,1.0,3,3.0,1.0,3.0,2.0,48.0,2.0
100,437.0,1795.0,1374.0,27.0,20000000.0,20.0,2.0,2.0,1.0,666.0,4.0,2.0,1.0,3.0,8.0,1.0,66.0,1.0,3.0,37.0,9.0,2010.0,2.0,4,3.0,1.0,2.0,2.0,25.0,2.0
101,1169.0,1088.0,997.0,28.0,160000000.0,3.0,5.0,2.0,1.0,135.0,4.0,2.0,1.0,17.0,19.0,1.0,47.0,2.0,1.0,37.0,9.0,2010.0,1.0,5,2.0,2.0,3.0,3.0,49.0,2.0
102,357.0,1180.0,1037.0,28.0,4500000.0,3.0,5.0,2.0,2.0,15.0,5.0,6.0,10.0,17.0,21.0,1.0,93.0,1.0,3.0,37.0,9.0,2010.0,2.0,3,3.0,2.0,2.0,4.0,49.0,5.0
103,749.0,1416.0,1778.0,28.0,54000000.0,3.0,5.0,2.0,1.0,313.0,7.0,7.0,1.0,19.0,21.0,2.0,51.0,1.0,2.0,37.0,9.0,2005.0,1.0,4,3.0,2.0,7.0,4.0,49.0,5.0
104,115.0,1744.0,751.0,28.0,10000000.0,3.0,5.0,2.0,1.0,141.0,4.0,4.0,6.0,10.0,13.0,2.0,81.0,1.0,1.0,36.0,9.0,2006.0,1.0,5,3.0,2.0,1.0,2.0,49.0,2.0
105,290.0,657.0,385.0,28.0,55000000.0,3.0,5.0,2.0,1.0,708.0,2.0,7.0,6.0,10.0,13.0,2.0,82.0,1.0,2.0,36.0,9.0,2007.0,1.0,5,3.0,2.0,7.0,2.0,49.0,2.0
106,1659.0,290.0,1303.0,28.0,200000000.0,3.0,5.0,1.0,1.0,650.0,4.0,4.0,1.0,3.0,10.0,1.0,83.0,2.0,2.0,37.0,9.0,2010.0,1.0,3,2.0,2.0,3.0,3.0,49.0,1.0
107,926.0,1715.0,20.0,28.0,52000000.0,3.0,5.0,2.0,1.0,755.0,1.0,1.0,1.0,10.0,22.0,2.0,84.0,1.0,1.0,37.0,9.0,1998.0,1.0,5,3.0,2.0,1.0,3.0,49.0,2.0
108,1630.0,223.0,296.0,28.0,92000000.0,3.0,5.0,2.0,2.0,786.0,2.0,2.0,1.0,8.0,21.0,2.0,85.0,1.0,1.0,37.0,9.0,2001.0,1.0,4,3.0,2.0,2.0,3.0,49.0,2.0
