,UserID,ItemID,DrivingStyle,landscape,mood,naturalphenomena ,RoadType,sleepiness,trafficConditions,weather,Rating
100,1002,676,1,4,4,4,3,1,3,4,1
101,1002,716,1,2,4,4,3,1,3,4,1
102,1002,263,1,2,2,2,3,2,3,4,5
103,1002,715,1,4,2,1,2,1,1,2,4
104,1002,751,2,4,2,2,3,1,3,4,2
105,1002,273,1,2,1,2,1,1,3,2,1
106,1002,743,1,2,2,4,3,1,3,4,2
107,1002,256,2,2,2,4,1,1,2,4,1
108,1002,748,1,2,4,1,3,1,3,4,1
109,1002,719,1,4,1,4,3,2,3,4,1
110,1002,737,1,4,4,2,3,1,3,1,1
111,1002,726,1,4,4,4,1,1,3,4,3
112,1002,690,1,1,2,2,3,2,3,4,1
113,1002,744,1,2,2,4,3,1,1,4,1
114,1002,732,1,2,2,4,3,1,3,4,1
115,1002,251,1,4,4,4,3,1,1,2,3
116,1002,743,1,2,4,2,3,1,3,4,1
117,1002,263,1,2,4,2,3,1,3,2,5
118,1002,745,1,4,4,2,3,2,3,4,4
119,1002,719,1,4,4,4,2,1,3,4,1
120,1002,683,1,2,1,2,3,2,3,4,4
121,1002,727,1,4,2,2,3,1,3,2,1
122,1002,743,1,2,4,1,3,2,3,2,1
123,1002,275,1,2,2,4,3,1,3,2,1
124,1002,726,2,4,4,4,3,1,3,4,4
125,1002,690,1,4,4,4,3,1,3,1,1
126,1002,760,1,1,4,2,3,2,2,4,5
127,1002,730,1,2,4,4,3,1,3,2,1
128,1002,762,2,4,4,2,3,1,1,2,1
129,1002,690,1,2,4,2,3,1,1,4,1
130,1002,714,1,2,2,1,3,1,3,4,1
131,1002,256,1,2,1,4,3,2,3,2,1
132,1002,748,1,2,4,2,3,1,3,4,1
133,1002,719,2,4,4,2,3,1,3,4,1
134,1002,715,1,2,1,4,2,2,3,2,4
135,1002,745,1,4,4,2,3,1,3,4,3
136,1002,762,2,4,2,1,1,1,3,2,3
137,1002,279,1,1,2,2,3,2,3,2,1
138,1002,273,1,4,4,2,3,1,1,4,1
139,1002,250,1,2,4,1,3,2,2,2,1
140,1002,718,2,2,4,2,3,1,3,4,1
141,1002,251,1,2,2,1,3,2,3,4,2
142,1002,743,1,2,4,4,1,1,3,2,1
143,1002,275,1,2,2,2,3,2,3,4,2
144,1002,744,1,1,4,2,3,1,2,4,2
145,1002,751,1,4,4,2,3,1,3,4,2
146,1002,760,2,4,2,2,3,1,3,4,4
147,1002,730,1,2,1,4,3,1,3,2,2
148,1002,690,1,4,4,4,3,1,3,4,1
149,1002,263,1,2,1,4,3,1,3,2,4
150,1002,727,1,2,4,2,3,1,3,2,1
151,1002,716,1,2,2,4,1,1,3,4,1
152,1002,683,1,4,2,4,3,1,3,2,4
153,1002,737,1,4,4,4,3,1,3,4,1
154,1002,732,1,4,2,2,3,1,3,2,1
155,1002,757,1,1,4,2,3,1,3,2,1
156,1002,702,1,4,4,2,3,1,3,4,3
157,1002,676,1,2,4,1,3,1,3,4,2
158,1002,726,1,4,4,4,3,1,3,2,3
159,1002,295,1,2,1,2,2,2,3,2,4
160,1003,736,1,4,1,2,3,2,3,4,1
161,1003,269,1,1,2,4,3,1,3,2,1
162,1003,757,2,4,2,2,3,1,3,2,3
163,1003,296,1,2,4,2,3,2,3,2,2
164,1003,711,1,2,2,2,3,2,3,2,1
165,1003,269,1,4,4,4,3,1,1,4,2
166,1003,757,1,2,2,1,1,2,3,4,3
167,1003,741,1,2,4,4,3,1,3,2,1
168,1003,759,1,4,2,2,3,2,3,4,1
169,1003,762,1,2,2,4,3,1,3,4,2
170,1003,257,1,4,4,4,3,1,3,1,1
171,1003,257,2,4,4,1,3,1,3,4,2
172,1003,739,1,2,4,4,3,1,3,4,2
173,1003,257,1,4,4,4,3,1,1,4,1
174,1003,296,1,2,1,4,3,2,3,4,2
175,1003,736,1,4,2,4,3,1,1,2,1
176,1003,757,1,2,2,4,3,1,3,2,2
177,1003,271,1,2,4,4,3,1,3,1,2
178,1003,739,2,4,2,2,3,1,3,2,2
179,1003,296,1,4,2,2,2,1,3,4,2
180,1003,271,1,1,4,2,3,2,3,2,3
181,1003,676,1,2,4,4,3,1,3,1,3
182,1003,759,1,4,4,2,3,1,3,2,2
183,1003,676,2,4,4,4,3,1,1,4,2
184,1003,741,2,4,4,2,3,1,1,4,2
185,1003,759,1,2,1,4,2,2,3,2,1
186,1003,736,1,2,2,4,3,1,3,4,1
187,1003,271,1,2,2,2,2,1,3,4,1
188,1003,762,1,2,2,4,3,1,3,2,1
189,1003,711,1,4,4,2,3,1,3,1,1
190,1003,739,2,2,4,2,1,2,3,2,1
191,1003,711,1,4,4,4,3,1,3,2,1
192,1003,269,1,4,2,2,2,1,1,2,2
193,1003,762,1,4,2,4,1,2,3,4,1
194,1003,676,1,2,1,4,3,1,3,4,2
195,1003,741,1,4,4,4,3,1,3,2,1
196,1003,711,1,2,2,4,3,1,3,2,1
197,1003,757,1,4,2,2,3,1,2,4,3
198,1003,269,1,2,1,2,3,2,3,2,2
199,1003,759,1,1,2,2,3,1,3,2,2
200,1003,762,1,2,4,4,3,1,1,4,2
201,1003,741,2,2,4,4,3,1,3,2,1
202,1003,676,1,4,4,4,3,1,3,4,3
203,1003,296,1,1,2,2,3,2,3,4,2
204,1003,736,1,1,2,4,3,1,3,4,2
205,1003,257,1,2,4,1,2,2,3,4,2
206,1003,271,1,2,4,4,3,1,3,2,2
207,1003,739,1,2,4,2,3,2,3,4,2
208,1004,266,2,2,4,2,3,1,3,4,5
209,1004,741,1,4,1,4,3,2,3,4,1
210,1004,741,1,4,2,2,1,1,3,4,1
211,1004,741,1,1,4,4,3,1,1,4,1
212,1004,266,2,4,2,4,1,1,3,2,4
213,1004,256,1,4,4,4,3,1,3,1,1
214,1004,735,2,4,4,2,3,1,3,2,1
215,1004,701,1,4,4,1,1,1,3,4,1
216,1004,256,1,4,4,2,3,1,3,2,1
217,1004,701,1,4,4,2,1,1,3,4,3
218,1004,256,1,2,4,4,3,1,3,4,1
219,1004,735,2,4,4,4,2,1,3,4,2
220,1004,701,1,4,2,2,1,1,3,4,3
221,1004,735,1,2,4,4,3,1,3,4,1
222,1004,266,1,4,4,2,3,1,3,4,3
223,1004,256,1,2,2,1,3,1,3,4,1
224,1004,266,1,2,4,4,3,1,3,2,4
225,1004,741,1,2,4,4,3,1,3,1,1
226,1004,735,2,4,4,1,3,1,3,4,2
227,1004,701,1,2,2,1,3,1,3,2,3
228,1005,747,1,4,4,2,3,1,1,4,2
229,1005,269,1,4,2,4,3,1,3,4,2
230,1005,747,1,2,2,4,1,1,3,4,1
231,1005,273,1,4,1,4,3,2,3,4,3
232,1005,732,1,4,1,2,3,2,3,2,3
233,1005,748,1,2,2,4,3,1,3,4,2
234,1005,279,1,2,4,1,3,1,3,4,2
235,1005,264,1,4,4,2,1,1,3,2,1
236,1005,700,1,1,2,2,3,1,3,4,1
237,1005,721,1,2,4,4,3,1,1,2,1
238,1005,279,2,2,4,4,3,1,1,4,1
239,1005,708,1,4,4,2,3,1,3,4,1
240,1005,758,1,1,4,4,3,1,3,4,2
241,1005,250,2,4,2,4,3,1,3,2,1
242,1005,263,1,2,2,2,3,2,3,4,5
243,1005,269,1,2,4,4,3,1,3,2,2
244,1005,279,1,2,1,2,3,2,3,4,2
245,1005,676,1,1,4,2,3,2,3,4,4
246,1005,708,1,1,2,2,3,2,3,4,5
247,1005,273,1,1,2,4,3,1,3,4,4
248,1005,251,1,4,4,2,3,1,3,4,1
249,1005,250,2,2,2,2,3,1,3,4,3
250,1005,700,1,4,4,4,1,1,3,4,1
251,1005,687,1,2,2,4,3,1,3,2,2
252,1005,287,1,2,4,2,3,1,3,1,5
253,1005,262,2,2,4,2,1,1,3,2,4
254,1005,732,1,4,1,4,3,2,3,4,3
255,1005,700,1,2,4,4,3,1,3,4,3
256,1005,264,2,4,4,4,2,1,3,1,4
257,1005,262,2,4,2,2,3,1,3,4,1
258,1005,708,1,2,2,4,3,1,3,2,5
259,1005,262,1,2,4,4,3,1,3,4,2
260,1005,250,1,4,4,4,2,1,3,4,1
261,1005,748,1,2,1,4,3,1,3,4,3
262,1005,687,2,2,4,2,3,2,3,4,2
263,1005,287,1,2,4,4,3,1,3,4,5
264,1005,264,1,4,4,2,3,1,3,4,2
265,1005,287,1,4,2,2,3,1,3,4,5
266,1005,748,1,4,2,2,3,1,3,4,4
267,1005,707,1,1,2,2,3,1,3,1,3
268,1005,758,2,2,2,4,3,1,3,4,4
269,1005,263,1,2,4,1,3,1,3,4,5
270,1005,737,1,1,4,4,2,1,3,4,2
271,1005,677,1,2,2,4,3,1,3,4,3
272,1005,732,1,2,4,2,3,1,3,2,4
273,1005,721,1,2,1,2,3,2,3,2,2
274,1005,677,1,2,2,4,3,1,3,4,2
275,1005,707,2,4,4,4,1,1,3,1,2
276,1005,747,2,4,4,2,1,2,3,2,1
277,1005,721,1,4,2,2,3,1,3,1,3
278,1005,269,2,4,4,2,3,1,3,4,1
279,1005,758,1,2,1,2,3,1,3,2,3
280,1005,251,1,4,4,2,3,1,3,1,1
281,1005,251,2,2,2,4,3,2,3,2,1
282,1005,737,1,4,4,2,3,1,1,4,3
283,1005,707,1,2,2,4,1,1,2,4,4
284,1005,676,1,4,4,4,3,1,3,4,4
285,1005,677,1,4,4,4,3,1,3,2,4
286,1005,263,1,4,4,2,3,1,3,4,4
287,1005,273,2,2,4,2,2,1,3,2,2
288,1005,687,1,4,2,4,1,1,3,4,2
289,1005,676,1,4,2,4,3,1,3,2,3
290,1005,737,1,4,4,2,1,1,1,4,2
291,1005,732,1,1,4,4,3,1,3,4,3
292,1005,273,2,2,4,4,3,1,3,4,3
293,1005,269,1,2,4,4,3,1,3,4,3
294,1005,687,1,4,4,4,3,1,3,4,3
295,1005,748,1,4,1,2,3,2,3,4,4
296,1005,707,1,4,2,4,3,1,2,4,4
297,1005,287,2,4,4,4,3,1,1,2,5
298,1005,700,1,2,4,1,3,1,3,4,0
299,1005,279,1,4,1,4,3,2,3,4,2
300,1005,708,1,1,4,2,3,1,3,4,5
301,1005,677,1,4,4,2,3,2,3,2,5
302,1005,263,1,2,4,2,3,1,2,2,5
303,1005,250,2,4,2,2,3,1,3,2,1
304,1005,758,1,2,4,1,2,2,3,4,4
305,1005,676,1,4,2,4,3,1,3,2,4
306,1005,251,2,4,4,2,3,1,3,1,1
307,1005,737,1,4,2,2,3,1,3,1,3
308,1005,264,1,2,4,4,3,2,3,4,3
309,1005,747,1,2,4,2,3,1,3,1,2
310,1005,262,2,4,4,4,3,1,3,2,2
311,1005,721,1,2,4,2,3,1,3,2,3
312,1006,679,1,2,4,4,3,1,3,4,3
313,1006,270,1,4,4,4,3,1,3,2,2
314,1006,282,1,2,2,4,2,2,3,2,1
315,1006,678,1,2,2,4,3,1,1,4,1
316,1006,701,1,4,1,2,3,2,3,2,3
317,1006,736,1,4,2,1,1,2,3,4,4
318,1006,286,1,1,2,4,3,1,3,2,2
319,1006,696,1,2,4,4,3,1,3,4,2
320,1006,743,1,4,2,4,2,1,3,4,2
321,1006,271,1,4,4,4,3,1,3,4,1
322,1006,261,1,4,4,2,3,1,1,4,1
323,1006,272,1,4,2,2,2,1,3,2,1
324,1006,250,1,2,1,2,2,2,3,4,3
325,1006,699,1,2,4,2,3,1,2,4,1
326,1006,697,1,2,4,4,1,1,3,4,2
327,1006,253,1,4,4,4,3,1,3,1,3
328,1006,727,1,2,4,4,3,1,3,4,1
329,1006,714,1,2,2,2,1,2,3,4,3
330,1006,276,1,4,1,2,3,2,2,4,2
331,1006,256,1,2,2,4,3,1,3,4,4
332,1006,268,1,4,4,2,3,1,3,4,2
333,1006,691,2,2,4,4,3,1,1,4,3
334,1006,251,1,4,4,1,3,2,3,4,1
335,1006,260,1,2,2,4,3,1,3,1,3
336,1006,267,2,4,4,4,2,1,1,2,3
337,1006,256,2,2,2,4,1,1,3,4,4
338,1006,264,1,2,4,2,3,1,3,2,4
339,1006,758,2,4,2,4,3,1,3,4,1
340,1006,708,1,1,2,4,3,1,3,4,3
341,1006,681,1,4,4,4,3,1,1,2,3
342,1006,689,1,4,2,4,3,1,1,4,4
343,1006,272,2,4,4,2,3,1,3,4,1
344,1006,709,1,2,4,2,3,1,3,4,2
345,1006,295,2,4,4,4,3,1,3,4,3
346,1006,251,1,2,4,4,2,1,3,1,1
347,1006,727,2,2,4,4,1,1,3,4,1
348,1006,678,1,2,2,2,3,2,3,2,1
349,1006,693,1,4,1,4,3,2,3,1,1
350,1006,285,2,4,4,4,3,1,3,4,1
351,1006,714,1,1,2,2,3,2,3,2,2
352,1006,252,1,2,4,4,3,1,3,1,3
353,1006,716,2,4,4,4,3,1,3,2,1
354,1006,754,1,2,1,2,2,2,3,4,5
355,1006,711,1,4,2,4,3,1,3,2,1
356,1006,735,1,4,4,2,3,1,1,2,2
357,1006,725,1,4,2,2,2,1,2,4,4
358,1006,694,1,2,2,1,3,2,3,4,1
359,1006,689,1,2,4,4,3,1,3,4,2
360,1006,719,1,2,4,4,3,1,3,4,3
361,1006,253,2,4,2,2,3,1,1,4,2
362,1006,682,2,4,1,4,3,2,2,4,1
363,1006,280,1,2,4,2,3,1,3,1,1
364,1006,260,2,4,2,4,1,1,3,4,3
365,1006,683,1,1,2,4,3,1,1,4,2
366,1006,680,1,2,4,2,3,2,3,4,3
367,1006,734,1,2,4,4,2,1,1,4,1
368,1006,729,2,4,2,1,3,1,3,2,1
369,1006,696,1,2,4,4,2,1,3,2,4
370,1006,287,1,2,4,4,3,2,3,4,1
371,1006,694,1,4,2,4,3,1,3,4,1
372,1006,249,2,4,2,4,3,1,3,2,4
373,1006,692,1,4,4,2,3,1,3,2,1
374,1006,699,1,2,4,1,3,2,3,2,1
375,1006,251,1,4,4,4,3,1,1,4,1
376,1006,723,1,2,1,2,3,1,3,2,1
377,1006,267,1,4,4,4,3,1,3,2,2
378,1006,686,1,2,2,1,3,1,3,4,4
379,1006,675,1,4,2,4,3,1,3,4,2
380,1006,754,1,4,2,4,2,1,3,4,4
381,1006,266,2,4,4,1,3,2,3,4,5
382,1006,248,2,4,2,4,2,1,3,4,4
383,1006,297,1,4,1,4,3,2,3,4,2
384,1006,760,1,1,2,4,3,1,2,4,4
385,1006,752,2,2,4,2,2,1,3,4,1
386,1006,272,1,4,2,4,3,1,1,4,1
387,1006,728,2,4,4,4,3,1,3,4,1
388,1006,683,1,4,1,4,3,2,3,2,5
389,1006,268,2,4,2,4,3,1,3,2,1
390,1006,254,1,4,2,2,1,1,3,4,1
391,1006,269,1,2,4,4,3,1,3,1,2
392,1006,715,2,4,4,2,3,1,3,2,1
393,1006,248,1,2,4,4,3,1,2,1,2
394,1006,745,2,2,4,4,2,1,3,4,4
395,1006,252,1,4,2,4,1,1,3,4,4
396,1006,264,1,4,4,1,3,1,3,2,5
397,1006,269,1,4,4,4,3,1,3,4,4
398,1006,741,2,4,2,4,3,1,3,2,3
399,1006,756,1,4,2,4,3,1,3,4,1
400,1006,271,1,2,4,4,3,1,2,2,1
401,1006,278,1,4,2,2,3,2,3,4,1
402,1006,297,1,2,4,4,3,1,3,1,3
403,1006,691,1,4,2,2,3,1,3,4,2
404,1006,293,1,4,4,4,3,1,3,1,4
405,1006,279,2,4,2,4,3,1,3,4,1
406,1006,282,1,4,2,1,3,1,3,4,1
407,1006,273,1,2,2,2,3,1,3,2,5
408,1006,674,2,2,4,4,1,1,3,4,2
409,1006,729,1,4,2,4,3,1,3,2,1
410,1006,735,1,4,4,4,3,1,3,1,2
411,1006,287,2,4,2,2,2,1,3,4,1
412,1006,710,1,2,1,2,3,2,2,2,1
413,1006,703,1,2,4,2,3,1,1,4,4
414,1006,752,1,4,2,2,3,1,3,4,1
415,1006,761,2,4,4,2,3,1,1,2,1
416,1006,712,1,2,4,2,3,1,3,4,2
417,1006,709,2,4,2,4,3,1,1,2,1
418,1006,714,2,4,2,2,1,1,3,4,1
419,1006,282,1,2,1,2,3,2,3,4,1
420,1006,693,1,1,4,4,3,1,1,2,1
421,1006,273,1,4,4,4,3,1,3,4,5
422,1006,748,1,4,4,4,3,1,1,4,1
423,1006,681,2,2,2,2,3,2,3,2,3
424,1006,743,1,2,4,4,3,1,3,1,2
425,1006,754,2,2,4,1,3,1,3,2,4
426,1006,263,1,2,4,2,1,1,3,1,4
427,1006,718,2,2,4,2,3,1,3,4,1
428,1006,250,1,4,2,2,3,1,3,4,4
429,1006,732,1,4,4,4,3,1,3,4,2
430,1006,277,1,4,2,2,3,1,3,4,4
431,1006,280,1,2,4,4,3,1,2,2,2
432,1006,676,1,2,4,2,3,1,2,4,4
433,1006,276,2,2,4,2,3,1,1,2,1
434,1006,273,1,2,2,2,1,1,3,4,4
435,1006,758,1,4,4,2,3,1,3,1,1
436,1006,708,2,4,2,2,3,1,3,2,2
437,1006,734,1,4,4,2,3,1,3,2,1
438,1006,736,1,2,2,1,3,1,3,4,3
439,1006,759,1,4,2,4,3,1,2,4,4
440,1006,695,1,4,2,4,3,1,3,1,4
441,1006,743,1,4,4,4,1,1,3,2,2
442,1006,756,1,2,2,2,3,1,3,4,1
443,1006,263,2,2,4,4,2,1,1,2,3
444,1006,748,1,2,2,2,3,2,3,2,1
445,1006,753,2,4,4,1,3,2,3,4,3
446,1006,270,1,4,4,4,2,1,1,2,4
447,1006,296,1,4,1,4,2,2,3,2,3
448,1006,717,2,4,2,4,1,1,3,4,1
449,1006,278,1,1,4,2,3,1,3,1,1
450,1006,287,1,4,4,2,1,1,3,4,2
451,1006,297,1,4,1,4,3,2,3,2,3
452,1006,261,1,4,4,2,3,1,1,4,3
453,1006,691,1,2,2,1,1,2,3,4,2
454,1006,761,1,1,4,2,3,1,3,2,1
455,1006,730,1,4,4,2,3,1,3,4,2
456,1006,687,1,2,2,1,3,2,3,4,3
457,1006,728,1,2,2,2,3,1,3,4,1
458,1006,294,1,4,1,4,3,2,3,4,2
459,1006,280,1,4,1,2,2,1,3,4,1
460,1006,678,1,4,4,4,3,1,3,2,1
461,1006,753,1,2,1,2,3,2,3,4,4
462,1006,715,1,2,4,4,3,1,3,4,3
463,1006,278,1,2,4,4,1,2,3,2,3
464,1006,723,1,2,4,4,3,1,3,2,1
465,1006,264,1,4,4,4,3,1,1,4,5
466,1006,291,1,4,2,4,3,1,3,4,3
467,1006,674,1,2,4,2,3,1,3,1,2
468,1006,681,1,2,4,1,3,1,3,4,3
469,1006,694,1,2,4,4,3,1,3,1,1
470,1006,712,1,2,1,4,3,1,1,2,3
471,1006,295,2,2,4,2,3,1,3,2,4
472,1006,757,1,4,4,2,3,2,3,4,1
473,1006,675,1,4,2,4,2,1,3,4,3
474,1006,256,1,4,1,2,3,2,3,4,2
475,1006,268,1,2,2,4,3,1,3,1,2
476,1006,758,2,4,2,4,1,1,3,4,1
477,1006,254,1,4,4,1,3,2,3,4,2
478,1006,695,1,2,4,4,3,1,3,4,3
479,1006,732,1,1,2,2,3,1,3,2,2
480,1006,705,1,2,4,4,3,1,3,4,1
481,1006,723,1,2,4,4,3,1,3,1,1
482,1006,693,2,4,4,4,2,1,2,4,1
483,1006,291,1,4,1,4,3,1,3,4,4
484,1006,286,1,2,4,4,3,1,1,2,4
485,1006,269,1,2,4,2,3,1,3,4,4
486,1006,740,1,4,2,4,3,1,3,1,1
487,1006,266,2,2,4,4,1,1,3,4,4
488,1006,719,1,2,1,4,3,2,3,4,4
489,1006,752,1,1,4,4,3,1,3,4,1
490,1006,739,2,4,4,2,3,1,1,2,3
491,1006,296,1,2,4,4,1,1,3,4,2
492,1006,710,1,4,2,4,1,1,3,4,1
493,1006,717,1,4,1,4,3,1,3,4,1
494,1006,293,2,2,4,2,1,1,3,4,2
495,1006,724,1,2,2,2,2,1,3,4,1
496,1006,294,1,2,4,2,3,1,3,4,1
497,1006,252,1,2,2,4,2,1,3,2,2
498,1006,741,1,2,4,1,2,2,3,4,4
499,1006,696,1,1,4,4,2,1,3,4,4
500,1006,735,2,2,4,2,3,1,3,4,4
501,1006,740,1,2,4,4,1,1,3,4,1
502,1006,715,1,2,2,2,1,1,3,4,1
503,1006,703,1,4,2,4,2,1,3,4,2
504,1006,248,1,4,2,4,1,1,3,4,5
505,1006,760,1,4,2,4,3,1,3,4,2
506,1006,705,1,4,4,2,3,1,3,2,1
507,1006,279,1,2,4,1,3,1,3,4,1
508,1006,697,1,2,1,2,3,2,3,4,2
509,1006,748,2,2,4,4,3,1,1,4,1
510,1006,733,1,2,2,2,1,2,3,4,1
511,1006,293,1,1,2,4,1,1,3,4,4
512,1006,692,1,1,4,2,3,2,3,4,1
513,1006,682,2,2,4,4,3,2,3,4,1
514,1006,285,1,1,4,2,3,2,3,4,1
515,1006,733,1,2,2,4,3,1,3,1,1
516,1006,679,1,1,4,2,3,1,3,4,4
517,1006,710,1,4,4,2,3,1,3,4,2
518,1006,271,2,2,4,4,3,1,3,4,1
519,1006,249,1,1,4,2,3,2,3,4,2
520,1006,718,1,1,2,2,3,2,3,4,1
521,1006,250,1,4,2,4,3,1,3,2,2
522,1006,728,2,4,4,2,2,1,1,4,1
523,1006,277,1,2,4,4,3,1,3,4,2
524,1006,253,1,2,2,4,3,1,3,4,3
525,1006,704,1,2,2,4,1,1,3,4,1
526,1006,739,1,2,4,2,3,1,3,1,2
527,1006,259,1,2,4,4,3,2,3,2,1
528,1006,254,1,4,4,4,3,1,2,1,2
529,1006,734,1,2,2,1,3,2,3,4,1
530,1006,736,1,2,4,2,3,2,3,2,3
531,1006,695,1,4,4,4,3,1,1,2,4
532,1006,674,1,2,2,2,1,1,3,2,3
533,1006,712,1,2,2,4,3,1,2,2,2
534,1006,279,2,4,2,2,3,1,3,2,1
535,1006,732,1,1,4,2,3,2,3,4,3
536,1006,686,1,4,2,4,3,1,1,4,2
537,1006,729,1,2,4,1,3,1,3,4,1
538,1006,286,1,2,2,4,3,1,3,4,4
539,1006,711,1,2,4,4,2,1,3,1,2
540,1006,266,1,2,2,4,1,1,3,4,4
541,1006,261,1,2,1,2,3,1,3,2,4
542,1006,761,1,2,4,2,3,1,3,4,1
543,1006,699,1,1,4,2,3,2,3,4,1
544,1006,277,1,2,2,4,3,1,3,4,2
545,1006,687,1,2,2,4,3,1,3,4,2
546,1006,697,1,2,4,4,3,1,1,4,3
547,1006,262,1,4,4,4,3,1,3,2,2
548,1006,757,1,2,4,4,3,2,3,4,1
549,1006,267,1,4,2,4,2,1,1,2,3
550,1006,745,1,2,2,4,1,1,3,4,3
551,1006,759,1,2,2,2,3,2,3,4,2
552,1006,753,1,4,2,1,3,2,3,2,4
553,1006,249,1,4,4,2,3,1,3,2,4
554,1006,724,1,2,1,4,3,1,2,2,2
